date,number_of_homicides
2013-12-16,15.0
2013-12-17,14.0
2013-12-18,15.0
2013-12-19,15.0
2013-12-20,15.0
2013-12-21,16.0
2013-12-22,16.0
2013-12-23,16.0
2013-12-24,18.0
2013-12-25,18.0
2013-12-26,17.0
2013-12-27,17.0
2013-12-28,18.0
2013-12-29,19.0
2013-12-30,18.0
2013-12-31,19.0
2014-01-01,21.0
2014-01-02,24.0
2014-01-03,24.0
2014-01-04,23.0
2014-01-05,23.0
2014-01-06,25.0
2014-01-07,25.0
2014-01-08,26.0
2014-01-09,27.0
2014-01-10,29.0
2014-01-11,29.0
2014-01-12,31.0
2014-01-13,29.0
2014-01-14,28.0
2014-01-15,27.0
2014-01-16,27.0
2014-01-17,27.0
2014-01-18,27.0
2014-01-19,26.0
2014-01-20,25.0
2014-01-21,24.0
2014-01-22,23.0
2014-01-23,21.0
2014-01-24,21.0
2014-01-25,23.0
2014-01-26,23.0
2014-01-27,23.0
2014-01-28,23.0
2014-01-29,23.0
2014-01-30,26.0
2014-01-31,25.0
2014-02-01,22.0
2014-02-02,21.0
2014-02-03,21.0
2014-02-04,21.0
2014-02-05,20.0
2014-02-06,21.0
2014-02-07,20.0
2014-02-08,19.0
2014-02-09,17.0
2014-02-10,17.0
2014-02-11,17.0
2014-02-12,17.0
2014-02-13,17.0
2014-02-14,17.0
2014-02-15,17.0
2014-02-16,16.0
2014-02-17,15.0
2014-02-18,15.0
2014-02-19,15.0
2014-02-20,15.0
2014-02-21,16.0
2014-02-22,16.0
2014-02-23,17.0
2014-02-24,16.0
2014-02-25,17.0
2014-02-26,16.0
2014-02-27,15.0
2014-02-28,15.0
2014-03-01,12.0
2014-03-02,11.0
2014-03-03,11.0
2014-03-04,11.0
2014-03-05,11.0
2014-03-06,11.0
2014-03-07,10.0
2014-03-08,10.0
2014-03-09,10.0
2014-03-10,11.0
2014-03-11,10.0
2014-03-12,9.0
2014-03-13,7.0
2014-03-14,7.0
2014-03-15,7.0
2014-03-16,7.0
2014-03-17,8.0
2014-03-18,8.0
2014-03-19,8.0
2014-03-20,8.0
2014-03-21,8.0
2014-03-22,8.0
2014-03-23,7.0
2014-03-24,7.0
2014-03-25,6.0
2014-03-26,6.0
2014-03-27,6.0
2014-03-28,6.0
2014-03-29,6.0
2014-03-30,6.0
2014-03-31,6.0
2014-04-01,6.0
2014-04-02,6.0
2014-04-03,7.0
2014-04-04,8.0
2014-04-05,8.0
2014-04-06,9.0
2014-04-07,8.0
2014-04-08,8.0
2014-04-09,8.0
2014-04-10,8.0
2014-04-11,8.0
2014-04-12,8.0
2014-04-13,8.0
2014-04-14,9.0
2014-04-15,9.0
2014-04-16,10.0
2014-04-17,11.0
2014-04-18,12.0
2014-04-19,12.0
2014-04-20,12.0
2014-04-21,12.0
2014-04-22,13.0
2014-04-23,13.0
2014-04-24,13.0
2014-04-25,12.0
2014-04-26,11.0
2014-04-27,13.0
2014-04-28,13.0
2014-04-29,13.0
2014-04-30,12.0
2014-05-01,12.0
2014-05-02,12.0
2014-05-03,14.0
2014-05-04,13.0
2014-05-05,14.0
2014-05-06,14.0
2014-05-07,15.0
2014-05-08,15.0
2014-05-09,15.0
2014-05-10,15.0
2014-05-11,17.0
2014-05-12,18.0
2014-05-13,18.0
2014-05-14,17.0
2014-05-15,18.0
2014-05-16,17.0
2014-05-17,17.0
2014-05-18,16.0
2014-05-19,16.0
2014-05-20,16.0
2014-05-21,18.0
2014-05-22,18.0
2014-05-23,19.0
2014-05-24,20.0
2014-05-25,20.0
2014-05-26,21.0
2014-05-27,21.0
2014-05-28,21.0
2014-05-29,21.0
2014-05-30,21.0
2014-05-31,23.0
2014-06-01,25.0
2014-06-02,24.0
2014-06-03,26.0
2014-06-04,25.0
2014-06-05,24.0
2014-06-06,24.0
2014-06-07,25.0
2014-06-08,26.0
2014-06-09,26.0
2014-06-10,24.0
2014-06-11,23.0
2014-06-12,23.0
2014-06-13,23.0
2014-06-14,23.0
2014-06-15,22.0
2014-06-16,22.0
2014-06-17,22.0
2014-06-18,22.0
2014-06-19,22.0
2014-06-20,20.0
2014-06-21,21.0
2014-06-22,20.0
2014-06-23,19.0
2014-06-24,19.0
2014-06-25,18.0
2014-06-26,16.0
2014-06-27,17.0
2014-06-28,18.0
2014-06-29,20.0
2014-06-30,18.0
2014-07-01,17.0
2014-07-02,15.0
2014-07-03,13.0
2014-07-04,15.0
2014-07-05,18.0
2014-07-06,17.0
2014-07-07,16.0
2014-07-08,15.0
2014-07-09,15.0
2014-07-10,15.0
2014-07-11,15.0
2014-07-12,15.0
2014-07-13,15.0
2014-07-14,14.0
2014-07-15,15.0
2014-07-16,17.0
2014-07-17,20.0
2014-07-18,22.0
2014-07-19,22.0
2014-07-20,23.0
2014-07-21,21.0
2014-07-22,21.0
2014-07-23,22.0
2014-07-24,22.0
2014-07-25,22.0
2014-07-26,23.0
2014-07-27,22.0
2014-07-28,21.0
2014-07-29,19.0
2014-07-30,20.0
2014-07-31,21.0
2014-08-01,23.0
2014-08-02,23.0
2014-08-03,22.0
2014-08-04,19.0
2014-08-05,20.0
2014-08-06,20.0
2014-08-07,20.0
2014-08-08,20.0
2014-08-09,23.0
2014-08-10,24.0
2014-08-11,27.0
2014-08-12,27.0
2014-08-13,27.0
2014-08-14,26.0
2014-08-15,24.0
2014-08-16,22.0
2014-08-17,20.0
2014-08-18,20.0
2014-08-19,20.0
2014-08-20,21.0
2014-08-21,22.0
2014-08-22,23.0
2014-08-23,23.0
2014-08-24,26.0
2014-08-25,25.0
2014-08-26,26.0
2014-08-27,27.0
2014-08-28,27.0
2014-08-29,27.0
2014-08-30,25.0
2014-08-31,24.0
2014-09-01,26.0
2014-09-02,26.0
2014-09-03,28.0
2014-09-04,27.0
2014-09-05,27.0
2014-09-06,27.0
2014-09-07,27.0
2014-09-08,24.0
2014-09-09,23.0
2014-09-10,20.0
2014-09-11,21.0
2014-09-12,21.0
2014-09-13,21.0
2014-09-14,20.0
2014-09-15,19.0
2014-09-16,19.0
2014-09-17,19.0
2014-09-18,20.0
2014-09-19,19.0
2014-09-20,19.0
2014-09-21,19.0
2014-09-22,19.0
2014-09-23,19.0
2014-09-24,19.0
2014-09-25,19.0
2014-09-26,19.0
2014-09-27,19.0
2014-09-28,18.0
2014-09-29,18.0
2014-09-30,18.0
2014-10-01,17.0
2014-10-02,16.0
2014-10-03,15.0
2014-10-04,16.0
2014-10-05,17.0
2014-10-06,17.0
2014-10-07,19.0
2014-10-08,19.0
2014-10-09,21.0
2014-10-10,22.0
2014-10-11,22.0
2014-10-12,24.0
2014-10-13,24.0
2014-10-14,24.0
2014-10-15,25.0
2014-10-16,25.0
2014-10-17,25.0
2014-10-18,23.0
2014-10-19,23.0
2014-10-20,22.0
2014-10-21,20.0
2014-10-22,21.0
2014-10-23,19.0
2014-10-24,19.0
2014-10-25,19.0
2014-10-26,18.0
2014-10-27,18.0
2014-10-28,19.0
2014-10-29,20.0
2014-10-30,19.0
2014-10-31,19.0
2014-11-01,20.0
2014-11-02,20.0
2014-11-03,20.0
2014-11-04,19.0
2014-11-05,18.0
2014-11-06,17.0
2014-11-07,17.0
2014-11-08,15.0
2014-11-09,15.0
2014-11-10,16.0
2014-11-11,14.0
2014-11-12,14.0
2014-11-13,14.0
2014-11-14,13.0
2014-11-15,13.0
2014-11-16,13.0
2014-11-17,13.0
2014-11-18,13.0
2014-11-19,14.0
2014-11-20,15.0
2014-11-21,15.0
2014-11-22,14.0
2014-11-23,14.0
2014-11-24,13.0
2014-11-25,15.0
2014-11-26,15.0
2014-11-27,14.0
2014-11-28,13.0
2014-11-29,13.0
2014-11-30,13.0
2014-12-01,14.0
2014-12-02,14.0
2014-12-03,13.0
2014-12-04,13.0
2014-12-05,13.0
2014-12-06,12.0
2014-12-07,13.0
2014-12-08,13.0
2014-12-09,13.0
2014-12-10,11.0
2014-12-11,11.0
2014-12-12,11.0
2014-12-13,11.0
2014-12-14,12.0
2014-12-15,12.0
2014-12-16,13.0
2014-12-17,14.0
2014-12-18,14.0
2014-12-19,13.0
2014-12-20,14.0
2014-12-21,13.0
2014-12-22,14.0
2014-12-23,14.0
2014-12-24,14.0
2014-12-25,13.0
2014-12-26,13.0
2014-12-27,13.0
2014-12-28,14.0
2014-12-29,14.0
2014-12-30,14.0
2014-12-31,13.0
2015-01-01,12.0
2015-01-02,12.0
2015-01-03,15.0
2015-01-04,17.0
2015-01-05,18.0
2015-01-06,17.0
2015-01-07,17.0
2015-01-08,16.0
2015-01-09,18.0
2015-01-10,19.0
2015-01-11,19.0
2015-01-12,20.0
2015-01-13,19.0
2015-01-14,19.0
2015-01-15,18.0
2015-01-16,17.0
2015-01-17,18.0
2015-01-18,20.0
2015-01-19,18.0
2015-01-20,18.0
2015-01-21,17.0
2015-01-22,17.0
2015-01-23,17.0
2015-01-24,17.0
2015-01-25,18.0
2015-01-26,19.0
2015-01-27,18.0
2015-01-28,19.0
2015-01-29,21.0
2015-01-30,21.0
2015-01-31,22.0
2015-02-01,24.0
2015-02-02,22.0
2015-02-03,20.0
2015-02-04,19.0
2015-02-05,19.0
2015-02-06,19.0
2015-02-07,19.0
2015-02-08,17.0
2015-02-09,16.0
2015-02-10,16.0
2015-02-11,16.0
2015-02-12,18.0
2015-02-13,18.0
2015-02-14,18.0
2015-02-15,19.0
2015-02-16,18.0
2015-02-17,16.0
2015-02-18,16.0
2015-02-19,16.0
2015-02-20,16.0
2015-02-21,17.0
2015-02-22,18.0
2015-02-23,18.0
2015-02-24,18.0
2015-02-25,18.0
2015-02-26,18.0
2015-02-27,17.0
2015-02-28,15.0
2015-03-01,14.0
2015-03-02,14.0
2015-03-03,13.0
2015-03-04,12.0
2015-03-05,12.0
2015-03-06,12.0
2015-03-07,12.0
2015-03-08,12.0
2015-03-09,12.0
2015-03-10,12.0
2015-03-11,12.0
2015-03-12,15.0
2015-03-13,14.0
2015-03-14,12.0
2015-03-15,12.0
2015-03-16,12.0
2015-03-17,12.0
2015-03-18,12.0
2015-03-19,12.0
2015-03-20,12.0
2015-03-21,12.0
2015-03-22,12.0
2015-03-23,14.0
2015-03-24,14.0
2015-03-25,13.0
2015-03-26,13.0
2015-03-27,13.0
2015-03-28,14.0
2015-03-29,14.0
2015-03-30,15.0
2015-03-31,15.0
2015-04-01,14.0
2015-04-02,13.0
2015-04-03,13.0
2015-04-04,16.0
2015-04-05,16.0
2015-04-06,16.0
2015-04-07,17.0
2015-04-08,18.0
2015-04-09,18.0
2015-04-10,19.0
2015-04-11,16.0
2015-04-12,16.0
2015-04-13,17.0
2015-04-14,17.0
2015-04-15,17.0
2015-04-16,16.0
2015-04-17,19.0
2015-04-18,19.0
2015-04-19,19.0
2015-04-20,19.0
2015-04-21,20.0
2015-04-22,18.0
2015-04-23,18.0
2015-04-24,19.0
2015-04-25,18.0
2015-04-26,19.0
2015-04-27,18.0
2015-04-28,20.0
2015-04-29,21.0
2015-04-30,22.0
2015-05-01,23.0
2015-05-02,24.0
2015-05-03,25.0
2015-05-04,24.0
2015-05-05,24.0
2015-05-06,25.0
2015-05-07,26.0
2015-05-08,25.0
2015-05-09,25.0
2015-05-10,28.0
2015-05-11,29.0
2015-05-12,29.0
2015-05-13,28.0
2015-05-14,33.0
2015-05-15,35.0
2015-05-16,35.0
2015-05-17,34.0
2015-05-18,34.0
2015-05-19,35.0
2015-05-20,37.0
2015-05-21,37.0
2015-05-22,38.0
2015-05-23,40.0
2015-05-24,40.0
2015-05-25,42.0
2015-05-26,40.0
2015-05-27,41.0
2015-05-28,41.0
2015-05-29,40.0
2015-05-30,39.0
2015-05-31,41.0
2015-06-01,41.0
2015-06-02,45.0
2015-06-03,43.0
2015-06-04,43.0
2015-06-05,42.0
2015-06-06,41.0
2015-06-07,44.0
2015-06-08,47.0
2015-06-09,43.0
2015-06-10,42.0
2015-06-11,43.0
2015-06-12,45.0
2015-06-13,40.0
2015-06-14,40.0
2015-06-15,42.0
2015-06-16,41.0
2015-06-17,41.0
2015-06-18,40.0
2015-06-19,38.0
2015-06-20,37.0
2015-06-21,36.0
2015-06-22,34.0
2015-06-23,34.0
2015-06-24,32.0
2015-06-25,33.0
2015-06-26,32.0
2015-06-27,31.0
2015-06-28,31.0
2015-06-29,31.0
2015-06-30,29.0
2015-07-01,28.0
2015-07-02,24.0
2015-07-03,26.0
2015-07-04,26.0
2015-07-05,27.0
2015-07-06,27.0
2015-07-07,30.0
2015-07-08,28.0
2015-07-09,28.0
2015-07-10,28.0
2015-07-11,32.0
2015-07-12,34.0
2015-07-13,36.0
2015-07-14,34.0
2015-07-15,35.0
2015-07-16,34.0
2015-07-17,34.0
2015-07-18,34.0
2015-07-19,35.0
2015-07-20,35.0
2015-07-21,35.0
2015-07-22,37.0
2015-07-23,37.0
2015-07-24,39.0
2015-07-25,39.0
2015-07-26,41.0
2015-07-27,42.0
2015-07-28,41.0
2015-07-29,43.0
2015-07-30,43.0
2015-07-31,45.0
2015-08-01,45.0
2015-08-02,44.0
2015-08-03,45.0
2015-08-04,44.0
2015-08-05,43.0
2015-08-06,40.0
2015-08-07,40.0
2015-08-08,40.0
2015-08-09,43.0
2015-08-10,40.0
2015-08-11,36.0
2015-08-12,35.0
2015-08-13,38.0
2015-08-14,36.0
2015-08-15,36.0
2015-08-16,37.0
2015-08-17,38.0
2015-08-18,39.0
2015-08-19,41.0
2015-08-20,41.0
2015-08-21,39.0
2015-08-22,39.0
2015-08-23,37.0
2015-08-24,36.0
2015-08-25,34.0
2015-08-26,35.0
2015-08-27,35.0
2015-08-28,34.0
2015-08-29,34.0
2015-08-30,33.0
2015-08-31,33.0
2015-09-01,34.0
2015-09-02,33.0
2015-09-03,35.0
2015-09-04,36.0
2015-09-05,33.0
2015-09-06,32.0
2015-09-07,33.0
2015-09-08,30.0
2015-09-09,28.0
2015-09-10,28.0
2015-09-11,30.0
2015-09-12,28.0
2015-09-13,28.0
2015-09-14,29.0
2015-09-15,30.0
2015-09-16,30.0
2015-09-17,28.0
2015-09-18,27.0
2015-09-19,28.0
2015-09-20,27.0
2015-09-21,28.0
2015-09-22,29.0
2015-09-23,30.0
2015-09-24,31.0
2015-09-25,28.0
2015-09-26,27.0
2015-09-27,26.0
2015-09-28,26.0
2015-09-29,25.0
2015-09-30,27.0
2015-10-01,25.0
2015-10-02,28.0
2015-10-03,29.0
2015-10-04,29.0
2015-10-05,30.0
2015-10-06,30.0
2015-10-07,31.0
2015-10-08,32.0
2015-10-09,32.0
2015-10-10,32.0
2015-10-11,30.0
2015-10-12,31.0
2015-10-13,31.0
2015-10-14,30.0
2015-10-15,30.0
2015-10-16,31.0
2015-10-17,32.0
2015-10-18,31.0
2015-10-19,29.0
2015-10-20,29.0
2015-10-21,29.0
2015-10-22,30.0
2015-10-23,30.0
2015-10-24,29.0
2015-10-25,32.0
2015-10-26,33.0
2015-10-27,35.0
2015-10-28,34.0
2015-10-29,34.0
2015-10-30,32.0
2015-10-31,33.0
2015-11-01,30.0
2015-11-02,27.0
2015-11-03,28.0
2015-11-04,29.0
2015-11-05,30.0
2015-11-06,28.0
2015-11-07,30.0
2015-11-08,32.0
2015-11-09,33.0
2015-11-10,32.0
2015-11-11,30.0
2015-11-12,30.0
2015-11-13,31.0
2015-11-14,33.0
2015-11-15,32.0
2015-11-16,33.0
2015-11-17,34.0
2015-11-18,35.0
2015-11-19,36.0
2015-11-20,35.0
2015-11-21,34.0
2015-11-22,33.0
2015-11-23,33.0
2015-11-24,30.0
2015-11-25,29.0
2015-11-26,27.0
2015-11-27,27.0
2015-11-28,28.0
2015-11-29,28.0
2015-11-30,27.0
2015-12-01,28.0
2015-12-02,31.0
2015-12-03,30.0
2015-12-04,30.0
2015-12-05,30.0
2015-12-06,33.0
2015-12-07,30.0
2015-12-08,29.0
2015-12-09,28.0
2015-12-10,28.0
2015-12-11,29.0
2015-12-12,28.0
2015-12-13,28.0
2015-12-14,25.0
2015-12-15,25.0
2015-12-16,25.0
2015-12-17,25.0
2015-12-18,25.0
2015-12-19,24.0
2015-12-20,27.0
2015-12-21,26.0
2015-12-22,26.0
2015-12-23,27.0
2015-12-24,27.0
2015-12-25,27.0
2015-12-26,28.0
2015-12-27,29.0
2015-12-28,31.0
2015-12-29,31.0
2015-12-30,32.0
2015-12-31,32.0
2016-01-01,30.0
2016-01-02,29.0
2016-01-03,27.0
2016-01-04,26.0
2016-01-05,23.0
2016-01-06,24.0
2016-01-07,26.0
2016-01-08,26.0
2016-01-09,26.0
2016-01-10,26.0
2016-01-11,26.0
2016-01-12,27.0
2016-01-13,26.0
2016-01-14,25.0
2016-01-15,24.0
2016-01-16,23.0
2016-01-17,22.0
2016-01-18,23.0
2016-01-19,21.0
2016-01-20,21.0
2016-01-21,21.0
2016-01-22,20.0
2016-01-23,20.0
2016-01-24,20.0
2016-01-25,19.0
2016-01-26,19.0
2016-01-27,16.0
2016-01-28,15.0
2016-01-29,15.0
2016-01-30,14.0
2016-01-31,13.0
2016-02-01,14.0
2016-02-02,14.0
2016-02-03,15.0
2016-02-04,16.0
2016-02-05,17.0
2016-02-06,14.0
2016-02-07,14.0
2016-02-08,15.0
2016-02-09,14.0
2016-02-10,16.0
2016-02-11,15.0
2016-02-12,16.0
2016-02-13,16.0
2016-02-14,15.0
2016-02-15,16.0
2016-02-16,16.0
2016-02-17,16.0
2016-02-18,15.0
2016-02-19,16.0
2016-02-20,18.0
2016-02-21,21.0
2016-02-22,21.0
2016-02-23,22.0
2016-02-24,22.0
2016-02-25,22.0
2016-02-26,23.0
2016-02-27,23.0
2016-02-28,22.0
2016-02-29,24.0
2016-03-01,24.0
2016-03-02,23.0
2016-03-03,24.0
2016-03-04,23.0
2016-03-05,22.0
2016-03-06,21.0
2016-03-07,21.0
2016-03-08,21.0
2016-03-09,20.0
2016-03-10,21.0
2016-03-11,19.0
2016-03-12,19.0
2016-03-13,19.0
2016-03-14,19.0
2016-03-15,20.0
2016-03-16,20.0
2016-03-17,21.0
2016-03-18,21.0
2016-03-19,21.0
2016-03-20,21.0
2016-03-21,19.0
2016-03-22,18.0
2016-03-23,18.0
2016-03-24,18.0
2016-03-25,18.0
2016-03-26,17.0
2016-03-27,17.0
2016-03-28,17.0
2016-03-29,18.0
2016-03-30,17.0
2016-03-31,18.0
2016-04-01,18.0
2016-04-02,17.0
2016-04-03,18.0
2016-04-04,18.0
2016-04-05,17.0
2016-04-06,18.0
2016-04-07,19.0
2016-04-08,22.0
2016-04-09,21.0
2016-04-10,21.0
2016-04-11,22.0
2016-04-12,23.0
2016-04-13,23.0
2016-04-14,22.0
2016-04-15,21.0
2016-04-16,21.0
2016-04-17,21.0
2016-04-18,21.0
2016-04-19,22.0
2016-04-20,22.0
2016-04-21,20.0
2016-04-22,21.0
2016-04-23,20.0
2016-04-24,22.0
2016-04-25,25.0
2016-04-26,28.0
2016-04-27,28.0
2016-04-28,30.0
2016-04-29,29.0
2016-04-30,28.0
2016-05-01,28.0
2016-05-02,29.0
2016-05-03,29.0
2016-05-04,30.0
2016-05-05,30.0
2016-05-06,30.0
2016-05-07,30.0
2016-05-08,28.0
2016-05-09,28.0
2016-05-10,29.0
2016-05-11,27.0
2016-05-12,26.0
2016-05-13,26.0
2016-05-14,26.0
2016-05-15,26.0
2016-05-16,25.0
2016-05-17,25.0
2016-05-18,24.0
2016-05-19,22.0
2016-05-20,23.0
2016-05-21,23.0
2016-05-22,24.0
2016-05-23,25.0
2016-05-24,23.0
2016-05-25,25.0
2016-05-26,25.0
2016-05-27,27.0
2016-05-28,25.0
2016-05-29,25.0
2016-05-30,25.0
2016-05-31,26.0
2016-06-01,25.0
2016-06-02,24.0
2016-06-03,25.0
2016-06-04,26.0
2016-06-05,25.0
2016-06-06,26.0
2016-06-07,25.0
2016-06-08,27.0
2016-06-09,28.0
2016-06-10,30.0
2016-06-11,31.0
2016-06-12,31.0
2016-06-13,32.0
2016-06-14,33.0
2016-06-15,33.0
2016-06-16,32.0
2016-06-17,32.0
2016-06-18,32.0
2016-06-19,31.0
2016-06-20,31.0
2016-06-21,30.0
2016-06-22,31.0
2016-06-23,32.0
2016-06-24,28.0
2016-06-25,25.0
2016-06-26,25.0
2016-06-27,24.0
2016-06-28,27.0
2016-06-29,27.0
2016-06-30,27.0
2016-07-01,28.0
2016-07-02,28.0
2016-07-03,27.0
2016-07-04,26.0
2016-07-05,28.0
2016-07-06,28.0
2016-07-07,28.0
2016-07-08,27.0
2016-07-09,25.0
2016-07-10,27.0
2016-07-11,26.0
2016-07-12,28.0
2016-07-13,29.0
2016-07-14,29.0
2016-07-15,29.0
2016-07-16,31.0
2016-07-17,31.0
2016-07-18,34.0
2016-07-19,36.0
2016-07-20,36.0
2016-07-21,36.0
2016-07-22,34.0
2016-07-23,34.0
2016-07-24,35.0
2016-07-25,36.0
2016-07-26,35.0
2016-07-27,35.0
2016-07-28,35.0
2016-07-29,37.0
2016-07-30,36.0
2016-07-31,35.0
2016-08-01,35.0
2016-08-02,34.0
2016-08-03,35.0
2016-08-04,34.0
2016-08-05,33.0
2016-08-06,33.0
2016-08-07,33.0
2016-08-08,33.0
2016-08-09,29.0
2016-08-10,31.0
2016-08-11,29.0
2016-08-12,30.0
2016-08-13,29.0
2016-08-14,29.0
2016-08-15,28.0
2016-08-16,29.0
2016-08-17,28.0
2016-08-18,26.0
2016-08-19,28.0
2016-08-20,28.0
2016-08-21,28.0
2016-08-22,30.0
2016-08-23,28.0
2016-08-24,28.0
2016-08-25,27.0
2016-08-26,29.0
2016-08-27,27.0
2016-08-28,26.0
2016-08-29,26.0
2016-08-30,26.0
2016-08-31,26.0
2016-09-01,26.0
2016-09-02,27.0
2016-09-03,27.0
2016-09-04,27.0
2016-09-05,28.0
2016-09-06,30.0
2016-09-07,33.0
2016-09-08,36.0
2016-09-09,34.0
2016-09-10,34.0
2016-09-11,31.0
2016-09-12,31.0
2016-09-13,31.0
2016-09-14,31.0
2016-09-15,31.0
2016-09-16,32.0
2016-09-17,32.0
2016-09-18,32.0
2016-09-19,32.0
2016-09-20,33.0
2016-09-21,32.0
2016-09-22,32.0
2016-09-23,31.0
2016-09-24,32.0
2016-09-25,32.0
2016-09-26,31.0
2016-09-27,30.0
2016-09-28,31.0
2016-09-29,31.0
2016-09-30,31.0
2016-10-01,31.0
2016-10-02,31.0
2016-10-03,32.0
2016-10-04,33.0
2016-10-05,32.0
2016-10-06,30.0
2016-10-07,27.0
2016-10-08,24.0
2016-10-09,24.0
2016-10-10,27.0
2016-10-11,29.0
2016-10-12,31.0
2016-10-13,32.0
2016-10-14,31.0
2016-10-15,31.0
2016-10-16,30.0
2016-10-17,30.0
2016-10-18,29.0
2016-10-19,29.0
2016-10-20,28.0
2016-10-21,27.0
2016-10-22,28.0
2016-10-23,27.0
2016-10-24,29.0
2016-10-25,27.0
2016-10-26,28.0
2016-10-27,28.0
2016-10-28,28.0
2016-10-29,29.0
2016-10-30,30.0
2016-10-31,30.0
2016-11-01,28.0
2016-11-02,26.0
2016-11-03,24.0
2016-11-04,25.0
2016-11-05,25.0
2016-11-06,25.0
2016-11-07,26.0
2016-11-08,25.0
2016-11-09,25.0
2016-11-10,23.0
2016-11-11,23.0
2016-11-12,22.0
2016-11-13,22.0
2016-11-14,21.0
2016-11-15,22.0
2016-11-16,22.0
2016-11-17,23.0
2016-11-18,23.0
2016-11-19,25.0
2016-11-20,27.0
2016-11-21,27.0
2016-11-22,28.0
2016-11-23,28.0
2016-11-24,28.0
2016-11-25,28.0
2016-11-26,28.0
2016-11-27,27.0
2016-11-28,26.0
2016-11-29,26.0
2016-11-30,30.0
2016-12-01,31.0
2016-12-02,32.0
2016-12-03,32.0
2016-12-04,34.0
2016-12-05,34.0
2016-12-06,34.0
2016-12-07,33.0
2016-12-08,33.0
2016-12-09,32.0
2016-12-10,33.0
2016-12-11,31.0
2016-12-12,31.0
2016-12-13,33.0
2016-12-14,35.0
2016-12-15,33.0
2016-12-16,35.0
2016-12-17,33.0
2016-12-18,32.0
2016-12-19,32.0
2016-12-20,31.0
2016-12-21,31.0
2016-12-22,32.0
2016-12-23,30.0
2016-12-24,30.0
2016-12-25,31.0
2016-12-26,31.0
2016-12-27,31.0
2016-12-28,32.0
2016-12-29,31.0
2016-12-30,27.0
2016-12-31,27.0
2017-01-01,28.0
2017-01-02,28.0
2017-01-03,27.0
2017-01-04,27.0
2017-01-05,27.0
2017-01-06,27.0
2017-01-07,28.0
2017-01-08,26.0
2017-01-09,26.0
2017-01-10,28.0
2017-01-11,28.0
2017-01-12,28.0
2017-01-13,27.0
2017-01-14,26.0
2017-01-15,26.0
2017-01-16,26.0
2017-01-17,26.0
2017-01-18,24.0
2017-01-19,24.0
2017-01-20,25.0
2017-01-21,23.0
2017-01-22,24.0
2017-01-23,26.0
2017-01-24,26.0
2017-01-25,28.0
2017-01-26,30.0
2017-01-27,30.0
2017-01-28,32.0
2017-01-29,33.0
2017-01-30,32.0
2017-01-31,30.0
2017-02-01,32.0
2017-02-02,32.0
2017-02-03,33.0
2017-02-04,33.0
2017-02-05,34.0
2017-02-06,34.0
2017-02-07,34.0
2017-02-08,35.0
2017-02-09,34.0
2017-02-10,34.0
2017-02-11,32.0
2017-02-12,32.0
2017-02-13,33.0
2017-02-14,31.0
2017-02-15,31.0
2017-02-16,32.0
2017-02-17,32.0
2017-02-18,31.0
2017-02-19,29.0
2017-02-20,29.0
2017-02-21,28.0
2017-02-22,27.0
2017-02-23,26.0
2017-02-24,24.0
2017-02-25,22.0
2017-02-26,22.0
2017-02-27,22.0
2017-02-28,22.0
2017-03-01,22.0
2017-03-02,22.0
2017-03-03,20.0
2017-03-04,18.0
2017-03-05,16.0
2017-03-06,16.0
2017-03-07,15.0
2017-03-08,17.0
2017-03-09,19.0
2017-03-10,17.0
2017-03-11,17.0
2017-03-12,17.0
2017-03-13,18.0
2017-03-14,19.0
2017-03-15,19.0
2017-03-16,20.0
2017-03-17,22.0
2017-03-18,23.0
2017-03-19,25.0
2017-03-20,24.0
2017-03-21,24.0
2017-03-22,25.0
2017-03-23,24.0
2017-03-24,24.0
2017-03-25,23.0
2017-03-26,24.0
2017-03-27,25.0
2017-03-28,25.0
2017-03-29,25.0
2017-03-30,25.0
2017-03-31,25.0
2017-04-01,25.0
2017-04-02,25.0
2017-04-03,26.0
2017-04-04,27.0
2017-04-05,27.0
2017-04-06,27.0
2017-04-07,24.0
2017-04-08,24.0
2017-04-09,26.0
2017-04-10,26.0
2017-04-11,27.0
2017-04-12,26.0
2017-04-13,25.0
2017-04-14,26.0
2017-04-15,26.0
2017-04-16,27.0
2017-04-17,25.0
2017-04-18,24.0
2017-04-19,24.0
2017-04-20,25.0
2017-04-21,25.0
2017-04-22,25.0
2017-04-23,25.0
2017-04-24,28.0
2017-04-25,27.0
2017-04-26,26.0
2017-04-27,26.0
2017-04-28,25.0
2017-04-29,27.0
2017-04-30,29.0
2017-05-01,29.0
2017-05-02,32.0
2017-05-03,32.0
2017-05-04,32.0
2017-05-05,32.0
2017-05-06,37.0
2017-05-07,37.0
2017-05-08,37.0
2017-05-09,38.0
2017-05-10,37.0
2017-05-11,37.0
2017-05-12,38.0
2017-05-13,37.0
2017-05-14,36.0
2017-05-15,37.0
2017-05-16,35.0
2017-05-17,37.0
2017-05-18,37.0
2017-05-19,38.0
2017-05-20,37.0
2017-05-21,37.0
2017-05-22,39.0
2017-05-23,39.0
2017-05-24,39.0
2017-05-25,39.0
2017-05-26,40.0
2017-05-27,39.0
2017-05-28,38.0
2017-05-29,36.0
2017-05-30,36.0
2017-05-31,38.0
2017-06-01,35.0
2017-06-02,35.0
2017-06-03,37.0
2017-06-04,37.0
2017-06-05,33.0
2017-06-06,33.0
2017-06-07,31.0
2017-06-08,28.0
