LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Howard,07,09B,002-005,DEMOCRAT,210,296,42,7,667
Howard,07,09B,002-005,GREEN,1,1,0,0,4
Howard,07,09B,002-005,LIBERTARIAN,6,1,0,0,11
Howard,07,09B,002-005,OTHER PARTIES,8,5,4,0,23
Howard,07,09B,002-005,REPUBLICAN,201,155,20,4,445
Howard,07,09B,002-005,UNAFFILIATED,140,109,20,2,352
Howard,07,09A,002-006,DEMOCRAT,296,252,30,12,699
Howard,07,09A,002-006,GREEN,2,0,0,0,5
Howard,07,09A,002-006,LIBERTARIAN,2,2,0,0,7
Howard,07,09A,002-006,OTHER PARTIES,9,7,0,0,21
Howard,07,09A,002-006,REPUBLICAN,239,122,19,5,470
Howard,07,09A,002-006,UNAFFILIATED,146,83,17,7,338
Howard,07,09A,002-007,DEMOCRAT,235,307,40,10,716
Howard,07,09A,002-007,GREEN,2,0,1,0,5
Howard,07,09A,002-007,LIBERTARIAN,3,4,0,0,8
Howard,07,09A,002-007,OTHER PARTIES,4,2,7,0,17
Howard,07,09A,002-007,REPUBLICAN,368,207,31,4,755
Howard,07,09A,002-007,UNAFFILIATED,136,114,21,7,371
Howard,07,09A,002-008,DEMOCRAT,374,327,44,11,934
Howard,07,09A,002-008,GREEN,1,0,0,0,3
Howard,07,09A,002-008,LIBERTARIAN,2,2,1,0,10
Howard,07,09A,002-008,OTHER PARTIES,5,5,0,0,17
Howard,07,09A,002-008,REPUBLICAN,370,197,25,2,717
Howard,07,09A,002-008,UNAFFILIATED,196,138,20,4,486
Howard,07,09B,002-009,DEMOCRAT,475,473,117,47,1477
Howard,07,09B,002-009,GREEN,1,2,0,0,9
Howard,07,09B,002-009,LIBERTARIAN,4,2,0,0,7
Howard,07,09B,002-009,OTHER PARTIES,13,1,4,1,32
Howard,07,09B,002-009,REPUBLICAN,205,136,26,18,537
Howard,07,09B,002-009,UNAFFILIATED,180,89,19,18,527
Howard,07,09B,002-010,DEMOCRAT,266,233,47,12,665
Howard,07,09B,002-010,GREEN,2,0,0,0,2
Howard,07,09B,002-010,LIBERTARIAN,3,0,0,0,4
Howard,07,09B,002-010,OTHER PARTIES,1,5,0,0,8
Howard,07,09B,002-010,REPUBLICAN,197,104,16,2,374
Howard,07,09B,002-010,UNAFFILIATED,124,61,13,6,288
Howard,07,09A,002-011,DEMOCRAT,251,424,53,6,953
Howard,07,09A,002-011,GREEN,1,0,0,0,2
Howard,07,09A,002-011,LIBERTARIAN,4,2,1,0,12
Howard,07,09A,002-011,OTHER PARTIES,5,8,1,0,21
Howard,07,09A,002-011,REPUBLICAN,298,340,40,2,863
Howard,07,09A,002-011,UNAFFILIATED,157,150,20,3,469
Howard,07,09B,002-012,DEMOCRAT,325,642,91,12,1265
Howard,07,09B,002-012,GREEN,3,3,1,0,11
Howard,07,09B,002-012,LIBERTARIAN,1,1,0,0,4
Howard,07,09B,002-012,OTHER PARTIES,8,10,1,2,25
Howard,07,09B,002-012,REPUBLICAN,333,367,33,16,885
Howard,07,09B,002-012,UNAFFILIATED,169,178,29,9,505
Howard,07,09B,002-013,DEMOCRAT,153,233,33,2,492
Howard,07,09B,002-013,GREEN,2,0,0,0,2
Howard,07,09B,002-013,LIBERTARIAN,4,0,0,0,5
Howard,07,09B,002-013,OTHER PARTIES,6,5,2,0,19
Howard,07,09B,002-013,REPUBLICAN,116,62,8,2,235
Howard,07,09B,002-013,UNAFFILIATED,62,54,9,3,195
Howard,07,09B,002-014,DEMOCRAT,179,281,25,3,551
Howard,07,09B,002-014,GREEN,1,1,0,0,3
Howard,07,09B,002-014,LIBERTARIAN,1,0,0,0,1
Howard,07,09B,002-014,OTHER PARTIES,4,6,3,0,16
Howard,07,09B,002-014,REPUBLICAN,108,79,3,0,222
Howard,07,09B,002-014,UNAFFILIATED,71,63,12,3,211
Howard,07,09B,002-015,DEMOCRAT,279,432,63,10,981
Howard,07,09B,002-015,GREEN,0,0,0,1,3
Howard,07,09B,002-015,LIBERTARIAN,1,1,0,0,4
Howard,07,09B,002-015,OTHER PARTIES,8,5,2,0,17
Howard,07,09B,002-015,REPUBLICAN,266,267,37,4,684
Howard,07,09B,002-015,UNAFFILIATED,141,171,26,7,477
Howard,07,09B,002-016,DEMOCRAT,423,532,53,15,1175
Howard,07,09B,002-016,GREEN,0,0,0,0,6
Howard,07,09B,002-016,LIBERTARIAN,5,2,0,0,8
Howard,07,09B,002-016,OTHER PARTIES,1,6,0,0,13
Howard,07,09B,002-016,REPUBLICAN,332,231,33,1,716
Howard,07,09B,002-016,UNAFFILIATED,233,153,30,7,564
Howard,07,09B,002-017,DEMOCRAT,77,101,32,3,257
Howard,07,09B,002-017,GREEN,0,0,0,0,0
Howard,07,09B,002-017,LIBERTARIAN,0,1,0,0,1
Howard,07,09B,002-017,OTHER PARTIES,4,0,0,0,9
Howard,07,09B,002-017,REPUBLICAN,66,41,2,2,136
Howard,07,09B,002-017,UNAFFILIATED,40,45,4,4,126
Howard,07,09A,002-018,DEMOCRAT,301,383,43,8,851
Howard,07,09A,002-018,GREEN,2,2,0,0,5
Howard,07,09A,002-018,LIBERTARIAN,5,3,2,0,13
Howard,07,09A,002-018,OTHER PARTIES,6,6,3,0,17
Howard,07,09A,002-018,REPUBLICAN,372,241,32,2,792
Howard,07,09A,002-018,UNAFFILIATED,176,118,18,6,452
Howard,07,09A,002-019,DEMOCRAT,299,187,40,7,627
Howard,07,09A,002-019,GREEN,2,0,0,0,3
Howard,07,09A,002-019,LIBERTARIAN,2,3,1,0,9
Howard,07,09A,002-019,OTHER PARTIES,6,0,1,2,11
Howard,07,09A,002-019,REPUBLICAN,348,128,23,6,632
Howard,07,09A,002-019,UNAFFILIATED,132,80,19,2,327
Howard,07,12,002-020,DEMOCRAT,169,208,28,11,494
Howard,07,12,002-020,GREEN,0,1,0,0,1
Howard,07,12,002-020,LIBERTARIAN,2,3,1,0,6
Howard,07,12,002-020,OTHER PARTIES,3,7,3,0,16
Howard,07,12,002-020,REPUBLICAN,126,56,10,3,250
Howard,07,12,002-020,UNAFFILIATED,75,49,8,1,194
Howard,07,12,002-021,DEMOCRAT,58,75,5,2,158
Howard,07,12,002-021,GREEN,0,0,0,0,0
Howard,07,12,002-021,LIBERTARIAN,3,0,0,0,4
Howard,07,12,002-021,OTHER PARTIES,0,3,0,0,3
Howard,07,12,002-021,REPUBLICAN,48,38,2,3,110
Howard,07,12,002-021,UNAFFILIATED,25,19,3,0,66
Howard,07,09B,002-022,DEMOCRAT,14,14,0,0,35
Howard,07,09B,002-022,GREEN,0,2,0,0,2
Howard,07,09B,002-022,LIBERTARIAN,0,1,0,0,1
Howard,07,09B,002-022,OTHER PARTIES,0,0,0,0,0
Howard,07,09B,002-022,REPUBLICAN,11,4,0,0,16
Howard,07,09B,002-022,UNAFFILIATED,1,1,0,0,2
Howard,07,09B,002-023,DEMOCRAT,310,271,30,20,810
Howard,07,09B,002-023,GREEN,1,0,0,0,3
Howard,07,09B,002-023,LIBERTARIAN,1,4,0,0,13
Howard,07,09B,002-023,OTHER PARTIES,3,3,2,0,12
Howard,07,09B,002-023,REPUBLICAN,110,71,8,4,268
Howard,07,09B,002-023,UNAFFILIATED,105,63,13,5,291
Howard,07,09A,002-024,DEMOCRAT,197,235,31,11,567
Howard,07,09A,002-024,GREEN,0,0,0,0,0
Howard,07,09A,002-024,LIBERTARIAN,4,1,1,0,9
Howard,07,09A,002-024,OTHER PARTIES,4,3,0,0,11
Howard,07,09A,002-024,REPUBLICAN,199,191,23,7,509
Howard,07,09A,002-024,UNAFFILIATED,118,90,15,2,305
Howard,07,09B,002-025,DEMOCRAT,247,236,40,3,644
Howard,07,09B,002-025,GREEN,2,0,0,0,5
Howard,07,09B,002-025,LIBERTARIAN,6,1,2,0,13
Howard,07,09B,002-025,OTHER PARTIES,4,4,0,0,11
Howard,07,09B,002-025,REPUBLICAN,226,157,14,2,484
Howard,07,09B,002-025,UNAFFILIATED,120,99,12,3,314
Howard,07,09A,002-026,DEMOCRAT,245,323,46,4,767
Howard,07,09A,002-026,GREEN,1,5,1,0,11
Howard,07,09A,002-026,LIBERTARIAN,4,1,2,0,10
Howard,07,09A,002-026,OTHER PARTIES,1,6,1,0,16
Howard,07,09A,002-026,REPUBLICAN,226,136,27,0,493
Howard,07,09A,002-026,UNAFFILIATED,142,114,22,3,411
Howard,07,09A,003-001,DEMOCRAT,230,257,45,2,657
Howard,07,09A,003-001,GREEN,3,0,0,0,4
Howard,07,09A,003-001,LIBERTARIAN,1,0,0,0,5
Howard,07,09A,003-001,OTHER PARTIES,6,6,1,0,14
Howard,07,09A,003-001,REPUBLICAN,360,183,38,8,704
Howard,07,09A,003-001,UNAFFILIATED,131,71,16,3,337
Howard,07,09A,003-002,DEMOCRAT,377,427,59,13,1050
Howard,07,09A,003-002,GREEN,6,1,0,0,12
Howard,07,09A,003-002,LIBERTARIAN,5,2,1,0,11
Howard,07,09A,003-002,OTHER PARTIES,3,8,4,0,20
Howard,07,09A,003-002,REPUBLICAN,694,320,63,8,1350
Howard,07,09A,003-002,UNAFFILIATED,255,160,20,5,593
Howard,07,09A,003-003,DEMOCRAT,321,375,56,22,925
Howard,07,09A,003-003,GREEN,0,3,0,0,4
Howard,07,09A,003-003,LIBERTARIAN,3,4,1,0,11
Howard,07,09A,003-003,OTHER PARTIES,6,9,1,0,26
Howard,07,09A,003-003,REPUBLICAN,427,233,53,11,892
Howard,07,09A,003-003,UNAFFILIATED,181,147,29,5,492
Howard,07,09B,003-004,DEMOCRAT,28,29,12,0,95
Howard,07,09B,003-004,GREEN,0,0,0,0,0
Howard,07,09B,003-004,LIBERTARIAN,1,0,0,0,2
Howard,07,09B,003-004,OTHER PARTIES,0,2,1,0,3
Howard,07,09B,003-004,REPUBLICAN,47,33,11,0,131
Howard,07,09B,003-004,UNAFFILIATED,23,16,6,0,68
Howard,07,09A,003-005,DEMOCRAT,512,606,91,29,1536
Howard,07,09A,003-005,GREEN,1,3,0,0,10
Howard,07,09A,003-005,LIBERTARIAN,8,5,0,0,16
Howard,07,09A,003-005,OTHER PARTIES,10,8,8,2,41
Howard,07,09A,003-005,REPUBLICAN,609,409,81,12,1424
Howard,07,09A,003-005,UNAFFILIATED,296,235,44,16,855
Howard,07,09A,003-006,DEMOCRAT,304,191,48,10,666
Howard,07,09A,003-006,GREEN,2,0,0,0,3
Howard,07,09A,003-006,LIBERTARIAN,11,2,2,0,19
Howard,07,09A,003-006,OTHER PARTIES,6,4,4,0,24
Howard,07,09A,003-006,REPUBLICAN,487,133,54,4,840
Howard,07,09A,003-006,UNAFFILIATED,187,58,27,5,381
Howard,07,09A,004-001,DEMOCRAT,261,48,22,5,426
Howard,07,09A,004-001,GREEN,3,0,0,0,5
Howard,07,09A,004-001,LIBERTARIAN,7,1,2,0,11
Howard,07,09A,004-001,OTHER PARTIES,4,0,6,0,13
Howard,07,09A,004-001,REPUBLICAN,503,52,24,12,718
Howard,07,09A,004-001,UNAFFILIATED,155,29,7,5,274
Howard,07,09A,004-002,DEMOCRAT,314,119,34,8,562
Howard,07,09A,004-002,GREEN,0,0,0,0,3
Howard,07,09A,004-002,LIBERTARIAN,4,1,0,0,7
Howard,07,09A,004-002,OTHER PARTIES,7,4,3,0,17
Howard,07,09A,004-002,REPUBLICAN,535,109,38,7,828
Howard,07,09A,004-002,UNAFFILIATED,171,56,24,4,366
Howard,07,09A,004-003,DEMOCRAT,290,96,29,5,540
Howard,07,09A,004-003,GREEN,1,0,0,1,3
Howard,07,09A,004-003,LIBERTARIAN,5,2,0,0,12
Howard,07,09A,004-003,OTHER PARTIES,16,2,1,0,24
Howard,07,09A,004-003,REPUBLICAN,667,121,45,9,1016
Howard,07,09A,004-003,UNAFFILIATED,169,33,9,5,335
Howard,07,09A,004-004,DEMOCRAT,312,175,30,6,673
Howard,07,09A,004-004,GREEN,0,1,0,0,3
Howard,07,09A,004-004,LIBERTARIAN,6,5,0,1,19
Howard,07,09A,004-004,OTHER PARTIES,17,5,1,0,28
Howard,07,09A,004-004,REPUBLICAN,767,155,56,7,1204
Howard,07,09A,004-004,UNAFFILIATED,210,64,16,8,424
Howard,07,09A,004-005,DEMOCRAT,253,64,20,4,433
Howard,07,09A,004-005,GREEN,3,1,0,1,5
Howard,07,09A,004-005,LIBERTARIAN,6,0,1,0,12
Howard,07,09A,004-005,OTHER PARTIES,5,2,0,0,9
Howard,07,09A,004-005,REPUBLICAN,621,89,33,5,882
Howard,07,09A,004-005,UNAFFILIATED,152,26,7,3,279
Howard,07,09A,004-006,DEMOCRAT,330,153,49,9,684
Howard,07,09A,004-006,GREEN,3,0,0,0,3
Howard,07,09A,004-006,LIBERTARIAN,6,0,1,0,9
Howard,07,09A,004-006,OTHER PARTIES,14,7,0,0,25
Howard,07,09A,004-006,REPUBLICAN,696,170,52,10,1097
Howard,07,09A,004-006,UNAFFILIATED,240,64,37,8,488
Howard,07,09A,005-001,DEMOCRAT,492,405,119,20,1252
Howard,07,09A,005-001,GREEN,0,0,0,0,1
Howard,07,09A,005-001,LIBERTARIAN,7,3,2,0,15
Howard,07,09A,005-001,OTHER PARTIES,12,9,5,0,38
Howard,07,09A,005-001,REPUBLICAN,620,251,54,12,1141
Howard,07,09A,005-001,UNAFFILIATED,299,153,35,14,705
Howard,07,12,005-002,DEMOCRAT,154,281,24,7,516
Howard,07,12,005-002,GREEN,0,1,0,0,1
Howard,07,12,005-002,LIBERTARIAN,1,0,0,0,2
Howard,07,12,005-002,OTHER PARTIES,4,8,0,0,13
Howard,07,12,005-002,REPUBLICAN,85,58,8,2,183
Howard,07,12,005-002,UNAFFILIATED,46,44,3,1,128
Howard,07,12,005-003,DEMOCRAT,659,597,99,36,1670
Howard,07,12,005-003,GREEN,4,2,1,0,7
Howard,07,12,005-003,LIBERTARIAN,1,3,1,1,12
Howard,07,12,005-003,OTHER PARTIES,10,9,1,0,22
Howard,07,12,005-003,REPUBLICAN,174,86,15,4,348
Howard,07,12,005-003,UNAFFILIATED,143,123,10,19,415
Howard,07,12,005-004,DEMOCRAT,560,665,84,40,1628
Howard,07,12,005-004,GREEN,1,2,0,0,4
Howard,07,12,005-004,LIBERTARIAN,8,8,0,1,20
Howard,07,12,005-004,OTHER PARTIES,6,5,1,1,20
Howard,07,12,005-004,REPUBLICAN,163,123,14,6,394
Howard,07,12,005-004,UNAFFILIATED,148,133,11,7,449
Howard,03,13,005-005,DEMOCRAT,489,438,110,16,1277
Howard,03,13,005-005,GREEN,3,0,0,0,6
Howard,03,13,005-005,LIBERTARIAN,8,3,0,0,16
Howard,03,13,005-005,OTHER PARTIES,7,7,3,0,23
Howard,03,13,005-005,REPUBLICAN,434,187,44,4,834
Howard,03,13,005-005,UNAFFILIATED,246,130,40,6,612
Howard,03,13,005-006,DEMOCRAT,700,531,118,25,1622
Howard,03,13,005-006,GREEN,1,0,0,0,2
Howard,03,13,005-006,LIBERTARIAN,11,6,2,0,26
Howard,03,13,005-006,OTHER PARTIES,10,2,3,1,21
Howard,03,13,005-006,REPUBLICAN,636,211,36,16,1129
Howard,03,13,005-006,UNAFFILIATED,387,192,46,15,853
Howard,07,12,005-007,DEMOCRAT,341,430,58,31,996
Howard,07,12,005-007,GREEN,0,1,0,0,6
Howard,07,12,005-007,LIBERTARIAN,4,1,0,0,6
Howard,07,12,005-007,OTHER PARTIES,4,10,6,1,24
Howard,07,12,005-007,REPUBLICAN,111,61,5,8,233
Howard,07,12,005-007,UNAFFILIATED,124,101,21,10,350
Howard,07,12,005-008,DEMOCRAT,387,550,70,16,1244
Howard,07,12,005-008,GREEN,3,2,1,0,7
Howard,07,12,005-008,LIBERTARIAN,4,3,1,0,11
Howard,07,12,005-008,OTHER PARTIES,10,5,3,1,20
Howard,07,12,005-008,REPUBLICAN,87,74,4,1,212
Howard,07,12,005-008,UNAFFILIATED,125,96,15,8,343
Howard,07,12,005-009,DEMOCRAT,450,467,39,32,1268
Howard,07,12,005-009,GREEN,0,0,0,0,2
Howard,07,12,005-009,LIBERTARIAN,5,2,0,0,10
Howard,07,12,005-009,OTHER PARTIES,5,4,0,1,14
Howard,07,12,005-009,REPUBLICAN,118,66,11,2,263
Howard,07,12,005-009,UNAFFILIATED,127,90,13,10,362
Howard,03,13,005-010,DEMOCRAT,522,389,115,16,1301
Howard,03,13,005-010,GREEN,2,0,0,0,2
Howard,03,13,005-010,LIBERTARIAN,3,7,0,0,12
Howard,03,13,005-010,OTHER PARTIES,10,5,3,1,21
Howard,03,13,005-010,REPUBLICAN,388,157,31,9,733
Howard,03,13,005-010,UNAFFILIATED,361,181,40,14,812
Howard,07,09A,005-011,DEMOCRAT,221,161,40,7,528
Howard,07,09A,005-011,GREEN,1,0,0,0,4
Howard,07,09A,005-011,LIBERTARIAN,3,1,0,1,5
Howard,07,09A,005-011,OTHER PARTIES,4,10,2,0,23
Howard,07,09A,005-011,REPUBLICAN,312,79,41,4,528
Howard,07,09A,005-011,UNAFFILIATED,129,55,19,10,304
Howard,07,12,005-012,DEMOCRAT,449,414,69,10,1137
Howard,07,12,005-012,GREEN,5,0,0,0,8
Howard,07,12,005-012,LIBERTARIAN,3,5,1,0,9
Howard,07,12,005-012,OTHER PARTIES,3,5,0,0,11
Howard,07,12,005-012,REPUBLICAN,171,63,11,4,335
Howard,07,12,005-012,UNAFFILIATED,134,71,8,4,324
Howard,07,12,005-013,DEMOCRAT,254,189,24,8,607
Howard,07,12,005-013,GREEN,2,0,0,0,2
Howard,07,12,005-013,LIBERTARIAN,1,1,0,0,2
Howard,07,12,005-013,OTHER PARTIES,3,1,0,0,8
Howard,07,12,005-013,REPUBLICAN,132,48,18,3,253
Howard,07,12,005-013,UNAFFILIATED,85,42,4,3,194
Howard,07,12,005-014,DEMOCRAT,137,243,24,5,466
Howard,07,12,005-014,GREEN,0,1,0,0,2
Howard,07,12,005-014,LIBERTARIAN,1,0,1,0,2
Howard,07,12,005-014,OTHER PARTIES,3,8,0,0,14
Howard,07,12,005-014,REPUBLICAN,107,75,7,0,232
Howard,07,12,005-014,UNAFFILIATED,54,64,5,2,173
Howard,07,12,005-015,DEMOCRAT,553,542,82,17,1412
Howard,07,12,005-015,GREEN,2,4,0,0,6
Howard,07,12,005-015,LIBERTARIAN,6,2,0,0,14
Howard,07,12,005-015,OTHER PARTIES,6,5,1,0,15
Howard,07,12,005-015,REPUBLICAN,242,124,25,11,487
Howard,07,12,005-015,UNAFFILIATED,226,137,16,6,517
Howard,07,12,005-016,DEMOCRAT,377,335,42,38,1008
Howard,07,12,005-016,GREEN,2,0,0,1,4
Howard,07,12,005-016,LIBERTARIAN,11,0,0,2,16
Howard,07,12,005-016,OTHER PARTIES,6,1,1,0,16
Howard,07,12,005-016,REPUBLICAN,159,75,10,6,357
Howard,07,12,005-016,UNAFFILIATED,162,91,17,9,411
Howard,07,12,005-017,DEMOCRAT,280,409,120,4,958
Howard,07,12,005-017,GREEN,3,0,0,0,3
Howard,07,12,005-017,LIBERTARIAN,2,0,0,0,3
Howard,07,12,005-017,OTHER PARTIES,3,0,8,0,14
Howard,07,12,005-017,REPUBLICAN,156,95,27,5,356
Howard,07,12,005-017,UNAFFILIATED,119,102,20,0,325
Howard,07,12,005-018,DEMOCRAT,224,379,35,18,803
Howard,07,12,005-018,GREEN,1,2,0,0,3
Howard,07,12,005-018,LIBERTARIAN,2,1,0,0,6
Howard,07,12,005-018,OTHER PARTIES,2,0,1,0,5
Howard,07,12,005-018,REPUBLICAN,89,63,8,2,195
Howard,07,12,005-018,UNAFFILIATED,93,81,10,0,274
Howard,07,09A,005-019,DEMOCRAT,403,238,71,9,888
Howard,07,09A,005-019,GREEN,1,0,1,0,5
Howard,07,09A,005-019,LIBERTARIAN,11,1,4,0,19
Howard,07,09A,005-019,OTHER PARTIES,10,2,9,1,25
Howard,07,09A,005-019,REPUBLICAN,650,175,33,8,1040
Howard,07,09A,005-019,UNAFFILIATED,284,83,33,9,555
Howard,03,09A,005-020,DEMOCRAT,350,164,53,9,699
Howard,03,09A,005-020,GREEN,0,0,0,0,0
Howard,03,09A,005-020,LIBERTARIAN,4,1,1,0,10
Howard,03,09A,005-020,OTHER PARTIES,6,1,1,0,12
Howard,03,09A,005-020,REPUBLICAN,454,76,35,6,711
Howard,03,09A,005-020,UNAFFILIATED,212,75,35,7,427
Howard,07,12,005-021,DEMOCRAT,431,530,69,21,1287
Howard,07,12,005-021,GREEN,3,1,0,0,4
Howard,07,12,005-021,LIBERTARIAN,1,3,1,1,12
Howard,07,12,005-021,OTHER PARTIES,7,5,0,0,15
Howard,07,12,005-021,REPUBLICAN,143,92,10,3,327
Howard,07,12,005-021,UNAFFILIATED,148,112,15,4,392
Howard,03,13,005-022,DEMOCRAT,637,516,147,18,1609
Howard,03,13,005-022,GREEN,3,2,0,0,9
Howard,03,13,005-022,LIBERTARIAN,2,2,4,0,14
Howard,03,13,005-022,OTHER PARTIES,11,8,5,1,36
Howard,03,13,005-022,REPUBLICAN,415,161,33,4,779
Howard,03,13,005-022,UNAFFILIATED,360,175,54,10,834
Howard,07,12,005-023,DEMOCRAT,241,426,81,13,906
Howard,07,12,005-023,GREEN,2,2,0,0,4
Howard,07,12,005-023,LIBERTARIAN,2,1,0,0,4
Howard,07,12,005-023,OTHER PARTIES,2,6,5,2,14
Howard,07,12,005-023,REPUBLICAN,100,115,12,8,288
Howard,07,12,005-023,UNAFFILIATED,86,107,21,3,300
Howard,07,13,005-024,DEMOCRAT,197,107,32,1,426
Howard,07,13,005-024,GREEN,1,0,1,0,2
Howard,07,13,005-024,LIBERTARIAN,0,0,0,0,1
Howard,07,13,005-024,OTHER PARTIES,4,1,2,0,11
Howard,07,13,005-024,REPUBLICAN,165,82,27,3,355
Howard,07,13,005-024,UNAFFILIATED,98,55,18,3,246
Howard,02,13,006-001,DEMOCRAT,288,284,26,25,834
Howard,02,13,006-001,GREEN,0,0,0,0,0
Howard,02,13,006-001,LIBERTARIAN,3,3,0,1,8
Howard,02,13,006-001,OTHER PARTIES,7,2,1,1,14
Howard,02,13,006-001,REPUBLICAN,228,85,13,4,403
Howard,02,13,006-001,UNAFFILIATED,158,77,13,3,373
Howard,02,13,006-002,DEMOCRAT,840,450,56,22,1802
Howard,02,13,006-002,GREEN,3,3,0,0,8
Howard,02,13,006-002,LIBERTARIAN,2,1,0,0,14
Howard,02,13,006-002,OTHER PARTIES,2,5,2,0,16
Howard,02,13,006-002,REPUBLICAN,252,87,19,4,484
Howard,02,13,006-002,UNAFFILIATED,219,114,27,4,551
Howard,03,13,006-003,DEMOCRAT,331,123,28,4,586
Howard,03,13,006-003,GREEN,0,1,1,0,3
Howard,03,13,006-003,LIBERTARIAN,2,1,0,0,4
Howard,03,13,006-003,OTHER PARTIES,7,1,0,0,11
Howard,03,13,006-003,REPUBLICAN,264,73,15,1,424
Howard,03,13,006-003,UNAFFILIATED,122,37,8,5,250
Howard,03,13,006-004,DEMOCRAT,499,329,66,12,1049
Howard,03,13,006-004,GREEN,1,2,0,0,5
Howard,03,13,006-004,LIBERTARIAN,5,0,1,0,8
Howard,03,13,006-004,OTHER PARTIES,7,4,0,1,14
Howard,03,13,006-004,REPUBLICAN,389,125,22,4,632
Howard,03,13,006-004,UNAFFILIATED,215,79,15,8,422
Howard,03,13,006-005,DEMOCRAT,339,315,42,12,828
Howard,03,13,006-005,GREEN,1,1,0,0,3
Howard,03,13,006-005,LIBERTARIAN,6,4,0,0,13
Howard,03,13,006-005,OTHER PARTIES,4,2,2,0,10
Howard,03,13,006-005,REPUBLICAN,137,59,9,1,257
Howard,03,13,006-005,UNAFFILIATED,140,56,4,1,273
Howard,07,13,006-006,DEMOCRAT,353,212,34,12,717
Howard,07,13,006-006,GREEN,3,1,0,0,5
Howard,07,13,006-006,LIBERTARIAN,6,0,0,0,8
Howard,07,13,006-006,OTHER PARTIES,4,3,1,1,10
Howard,07,13,006-006,REPUBLICAN,152,26,18,3,243
Howard,07,13,006-006,UNAFFILIATED,103,50,8,4,229
Howard,02,13,006-007,DEMOCRAT,228,394,57,23,887
Howard,02,13,006-007,GREEN,0,0,0,0,2
Howard,02,13,006-007,LIBERTARIAN,0,1,0,0,6
Howard,02,13,006-007,OTHER PARTIES,2,4,3,0,12
Howard,02,13,006-007,REPUBLICAN,124,113,12,9,335
Howard,02,13,006-007,UNAFFILIATED,76,83,11,7,287
Howard,03,13,006-008,DEMOCRAT,400,249,29,22,868
Howard,03,13,006-008,GREEN,2,2,0,1,7
Howard,03,13,006-008,LIBERTARIAN,7,2,0,0,12
Howard,03,13,006-008,OTHER PARTIES,7,5,2,0,21
Howard,03,13,006-008,REPUBLICAN,90,33,11,2,196
Howard,03,13,006-008,UNAFFILIATED,113,38,21,4,270
Howard,07,13,006-009,DEMOCRAT,555,326,34,29,1168
Howard,07,13,006-009,GREEN,1,1,0,0,3
Howard,07,13,006-009,LIBERTARIAN,6,0,0,0,11
Howard,07,13,006-009,OTHER PARTIES,8,4,2,2,23
Howard,07,13,006-009,REPUBLICAN,125,48,10,5,233
Howard,07,13,006-009,UNAFFILIATED,161,65,11,12,345
Howard,07,13,006-010,DEMOCRAT,416,342,47,6,959
Howard,07,13,006-010,GREEN,1,1,1,0,3
Howard,07,13,006-010,LIBERTARIAN,4,0,0,1,11
Howard,07,13,006-010,OTHER PARTIES,3,2,7,0,16
Howard,07,13,006-010,REPUBLICAN,189,81,9,2,342
Howard,07,13,006-010,UNAFFILIATED,151,81,16,2,339
Howard,03,13,006-011,DEMOCRAT,455,301,51,11,977
Howard,03,13,006-011,GREEN,2,1,2,0,5
Howard,03,13,006-011,LIBERTARIAN,5,2,1,0,11
Howard,03,13,006-011,OTHER PARTIES,3,3,1,0,9
Howard,03,13,006-011,REPUBLICAN,176,88,8,1,324
Howard,03,13,006-011,UNAFFILIATED,198,87,10,3,392
Howard,03,13,006-012,DEMOCRAT,208,166,11,10,445
Howard,03,13,006-012,GREEN,1,0,1,0,2
Howard,03,13,006-012,LIBERTARIAN,2,1,0,0,4
Howard,03,13,006-012,OTHER PARTIES,2,2,0,0,5
Howard,03,13,006-012,REPUBLICAN,75,46,5,1,158
Howard,03,13,006-012,UNAFFILIATED,69,31,8,4,160
Howard,03,13,006-013,DEMOCRAT,279,298,48,24,776
Howard,03,13,006-013,GREEN,2,0,0,0,2
Howard,03,13,006-013,LIBERTARIAN,5,2,1,0,10
Howard,03,13,006-013,OTHER PARTIES,2,3,2,1,12
Howard,03,13,006-013,REPUBLICAN,156,81,17,5,352
Howard,03,13,006-013,UNAFFILIATED,121,82,18,15,324
Howard,07,12,006-014,DEMOCRAT,438,343,45,19,992
Howard,07,12,006-014,GREEN,1,2,1,0,6
Howard,07,12,006-014,LIBERTARIAN,3,4,1,1,11
Howard,07,12,006-014,OTHER PARTIES,8,5,4,0,27
Howard,07,12,006-014,REPUBLICAN,131,47,7,4,231
Howard,07,12,006-014,UNAFFILIATED,119,54,7,4,287
Howard,03,13,006-015,DEMOCRAT,578,250,27,12,1106
Howard,03,13,006-015,GREEN,3,3,0,0,10
Howard,03,13,006-015,LIBERTARIAN,6,0,1,1,9
Howard,03,13,006-015,OTHER PARTIES,5,3,1,0,13
Howard,03,13,006-015,REPUBLICAN,162,43,12,2,304
Howard,03,13,006-015,UNAFFILIATED,152,56,10,6,371
Howard,03,12,006-016,DEMOCRAT,586,459,55,21,1394
Howard,03,12,006-016,GREEN,4,0,1,0,6
Howard,03,12,006-016,LIBERTARIAN,7,1,2,0,11
Howard,03,12,006-016,OTHER PARTIES,3,4,3,1,19
